cidade;ano;vivos;perinatais;maformacao;respiratorio;infecparasit
3531605;2012;42;;;;
3531704;2012;53;1;0;0;0
3531803;2012;844;4;1;0;1
3531902;2012;425;0;2;2;0
3532009;2012;177;1;0;0;0
3532058;2012;49;;;;
3532108;2012;37;1;0;0;0
3532157;2012;43;;;;
3532207;2012;63;;;;
3532306;2012;69;;;;
3532405;2012;217;0;1;0;0
3532504;2012;74;;;;
3532603;2012;88;1;1;0;0
3532702;2012;79;;;;
3532801;2012;68;;;;
3532827;2012;112;;;;
3532843;2012;22;;;;
3532868;2012;9;;;;
3532900;2012;153;2;0;0;0
3533007;2012;248;3;0;0;0
3533106;2012;32;;;;
3533205;2012;44;1;0;0;0
3533254;2012;72;;;;
3533304;2012;37;;;;
3533403;2012;709;3;2;0;0
3533502;2012;446;1;0;0;0
3533601;2012;80;;;;
3533700;2012;61;0;1;0;0
3533809;2012;31;;;;
3533908;2012;688;1;1;0;1
3534005;2012;55;1;0;0;0
3534104;2012;80;2;0;0;0
3534203;2012;89;1;0;0;0
3534302;2012;527;6;2;0;0
3534401;2012;10579;92;26;10;4
3534500;2012;35;0;1;0;0
3534609;2012;330;1;1;0;1
3534708;2012;1418;12;4;0;0
3534757;2012;136;0;1;0;0
3534807;2012;125;;;;
3534906;2012;106;1;0;0;0
3535002;2012;147;2;2;0;0
3535101;2012;141;1;0;0;0
3535200;2012;77;0;1;0;0
3535309;2012;250;1;0;0;0
3535408;2012;263;3;0;0;0
3535507;2012;628;4;1;0;0
3535606;2012;231;;;;
3535705;2012;73;;;;
3535804;2012;258;3;1;0;0
3535903;2012;44;0;0;0;0
3536000;2012;115;;;;
3536109;2012;88;0;0;1;0
3536208;2012;294;2;0;0;0
3536257;2012;21;1;0;0;0
3536307;2012;215;;;;
3536406;2012;117;;;;
3536505;2012;1382;3;6;1;0
3536570;2012;27;1;0;0;0
3536604;2012;104;;;;
3536703;2012;587;2;1;0;0
3536802;2012;50;1;0;0;0
3536901;2012;25;0;0;0;0
3537008;2012;200;0;0;0;1
3537107;2012;438;2;1;1;0
3537156;2012;30;;;;
3537206;2012;138;1;1;0;0
3537305;2012;740;8;2;0;0
3537404;2012;322;2;0;0;0
3537503;2012;102;0;1;0;0
3537602;2012;997;4;2;0;0
3537701;2012;62;;;;
3537800;2012;719;8;7;0;1
3537909;2012;436;3;1;0;1
3538006;2012;2232;25;7;3;0
3538105;2012;142;1;0;0;0
3538204;2012;134;0;1;0;0
3538303;2012;39;;;;
3538501;2012;162;3;0;0;0
3538600;2012;356;5;0;1;0
3538709;2012;5098;35;10;5;0
3538808;2012;381;2;0;0;0
3538907;2012;232;5;2;0;0
3539004;2012;104;1;0;0;0
3539103;2012;236;1;2;0;0
3539202;2012;324;6;1;1;0
3539301;2012;850;6;1;0;0
3539400;2012;174;0;1;0;0
3539509;2012;491;3;1;1;0
3539608;2012;68;;;;
3539707;2012;50;;;;
3539806;2012;1855;12;4;0;2
3539905;2012;64;;;;
3540002;2012;249;0;1;0;0
3540101;2012;36;;;;
3540200;2012;568;4;0;0;0
3540259;2012;60;2;1;0;0
3540309;2012;39;;;;
3540408;2012;45;1;0;0;0
3540507;2012;102;1;0;0;0
3540606;2012;694;1;4;2;1
3540705;2012;668;2;0;1;0
3540754;2012;245;1;1;1;0
3540804;2012;209;4;2;0;0
3540853;2012;13;;;;
3540903;2012;223;0;0;0;0
3541000;2012;4474;41;7;5;5
3541059;2012;69;;;;
3541109;2012;59;;;;
3541208;2012;118;;;;
3541307;2012;501;6;0;0;0
3541406;2012;2691;21;7;0;1
3541505;2012;424;0;1;0;0
3541604;2012;497;0;1;1;0
3541653;2012;38;;;;
3541703;2012;185;1;2;0;0
3541802;2012;49;1;0;0;0
3541901;2012;130;1;1;0;0
3542008;2012;61;1;0;0;0
3542107;2012;117;2;0;0;0
3542206;2012;388;1;1;1;0
3542305;2012;49;;;;
3542404;2012;227;2;2;0;0
3542503;2012;60;2;0;0;0
3542602;2012;841;4;1;2;1
3542701;2012;104;0;0;0;0
3542800;2012;29;;;;
3542909;2012;189;2;0;0;0
3543006;2012;232;1;1;0;0
3543105;2012;77;;;;
3543204;2012;63;;;;
3543238;2012;15;;;;
3543253;2012;117;2;0;0;0
3543303;2012;1529;9;5;1;0
3543402;2012;8333;49;15;4;3
3543501;2012;72;0;1;0;0
3543600;2012;44;;;;
3543709;2012;143;0;1;0;0
3543808;2012;111;;;;
3543907;2012;2503;18;8;0;1
3544004;2012;430;1;1;0;0
3544103;2012;732;3;2;0;1
3544202;2012;158;0;1;0;0
3544251;2012;234;1;0;0;0
3544301;2012;139;0;2;0;0
3544400;2012;25;;;;
3544509;2012;18;1;0;0;0
3544608;2012;62;0;0;1;0
3544707;2012;33;;;;
3544806;2012;59;0;1;0;0
3544905;2012;149;1;0;0;0
3545001;2012;217;2;0;0;1
3545100;2012;57;1;0;0;0
3545159;2012;98;1;0;0;0
3545209;2012;1546;7;6;4;1
3545308;2012;565;6;3;0;0
3545407;2012;102;0;0;1;0
3545506;2012;66;0;0;0;0
3545605;2012;152;4;0;0;0
3545704;2012;79;0;0;1;0
3545803;2012;2328;11;6;1;1
3546009;2012;173;1;1;0;0
3546108;2012;22;;;;
3546207;2012;36;;;;
3546256;2012;33;2;0;0;0
3546306;2012;419;2;0;0;0
3546405;2012;588;7;0;0;1
3546504;2012;82;0;1;0;0
3546603;2012;351;1;1;0;1
3546702;2012;359;2;1;0;0
3546801;2012;704;4;2;0;0
3546900;2012;109;1;0;0;0
3547007;2012;75;0;1;0;0
3547106;2012;31;;;;
3547205;2012;11;1;0;0;0
3547304;2012;1967;9;4;1;0
3547403;2012;33;1;0;0;0
3547502;2012;253;1;0;0;0
3547601;2012;300;2;0;0;1
3547650;2012;15;;;;
3547700;2012;214;0;1;0;0
3547809;2012;9144;51;26;6;5
3547908;2012;77;1;0;0;0
3548005;2012;260;1;2;0;0
3548054;2012;97;1;0;0;0
3548104;2012;53;;;;
3548203;2012;80;1;0;0;0
3548302;2012;33;;;;
3548401;2012;63;;;;
3548500;2012;4908;35;19;7;5
3548609;2012;149;1;0;0;0
3548708;2012;11101;54;21;8;7
3548807;2012;1710;5;3;2;1
3548906;2012;2938;19;6;0;2
3549003;2012;20;;;;
3549102;2012;1000;4;4;0;0
3549201;2012;31;;;;
3549250;2012;14;1;0;0;0
3549300;2012;20;;;;
3549409;2012;624;4;0;0;0
3549508;2012;101;1;0;0;0
3549607;2012;51;;;;
3549706;2012;646;6;1;0;0
3549805;2012;5298;24;10;2;1
3549904;2012;9579;63;22;1;4
3549953;2012;197;1;0;0;0
3550001;2012;104;0;1;0;0
3550100;2012;527;4;4;0;0
3550209;2012;430;1;3;0;2
3550308;2012;175945;1158;406;108;97
3550407;2012;413;2;3;0;0
3550506;2012;90;;;;
3550605;2012;1015;5;1;0;0
3550704;2012;1278;9;4;0;1
3550803;2012;117;1;1;0;0
3550902;2012;144;2;0;0;0
3551009;2012;5368;52;15;3;9
3551108;2012;149;1;0;0;1
3551207;2012;44;;;;
3551306;2012;40;2;0;0;0
3551405;2012;123;;;;
3551504;2012;623;3;1;0;0
3551603;2012;317;2;1;2;0
3551702;2012;1683;16;4;0;0
3551801;2012;219;1;1;1;1
3551900;2012;238;0;0;1;1
3552007;2012;86;1;0;0;0
3552106;2012;411;7;1;0;0
3552205;2012;9058;65;26;3;5
3552304;2012;113;;;;
3552403;2012;3870;18;5;3;3
3552502;2012;4366;26;11;5;2
3552551;2012;47;2;0;0;0
3552601;2012;130;1;0;0;0
3552700;2012;191;1;1;0;0
3552809;2012;4538;34;17;3;4
3552908;2012;67;;;;
3553005;2012;206;0;1;0;0
3553104;2012;67;;;;
3553203;2012;49;1;0;0;0
3553302;2012;290;2;1;0;0
3553401;2012;247;0;1;0;0
3553500;2012;109;1;0;0;0
3553609;2012;150;1;0;0;0
3553658;2012;34;;;;
3553708;2012;645;3;1;0;0
3553807;2012;291;3;1;0;0
3553856;2012;82;;;;
3553906;2012;83;;;;
3553955;2012;201;2;0;0;0
3554003;2012;1742;14;3;2;1
3554102;2012;3989;30;10;2;0
3554201;2012;83;2;0;0;0
3554300;2012;357;8;2;0;0
3554409;2012;95;0;0;0;0
3554508;2012;450;3;0;0;0
3554607;2012;11;;;;
3554656;2012;25;;;;
3554706;2012;86;1;0;0;0
3554755;2012;20;;;;
3554805;2012;541;8;1;0;0
3554904;2012;59;;;;
3554953;2012;66;;;;
3555000;2012;759;7;0;0;1
3555109;2012;162;2;2;0;0
3555208;2012;14;;;;
3555307;2012;8;;;;
3555356;2012;99;;;;
3555406;2012;1142;12;3;0;0
3555505;2012;72;1;1;0;0
3555604;2012;121;2;2;0;0
3555703;2012;23;;;;
3555802;2012;78;;;;
3555901;2012;15;;;;
3556008;2012;159;1;0;0;0
3556107;2012;143;1;1;0;0
3556206;2012;1335;7;4;0;0
3556305;2012;314;0;1;0;0
3556354;2012;94;;;;
3556404;2012;529;3;1;1;0
3556453;2012;863;7;2;0;0
3556503;2012;1718;6;5;0;0
3556602;2012;117;2;0;0;0
3556701;2012;933;4;1;1;0
3556800;2012;244;2;1;0;0
3556909;2012;103;0;1;0;0
3556958;2012;25;;;;
3557006;2012;1654;18;2;1;2
3557105;2012;1067;2;1;0;0
3557154;2012;34;;;;
3557204;2012;188;3;0;0;0
3557303;2012;109;1;0;0;0
3500000;2011;11;3;0;0;0
3500105;2011;361;2;0;2;0
3500204;2011;25;;;;
3500303;2011;413;3;1;0;0
3500402;2011;76;1;1;0;0
3500501;2011;233;2;0;1;0
3500550;2011;89;;;;
3500600;2011;20;;;;
3500709;2011;534;3;2;0;0
3500758;2011;72;1;1;0;0
3500808;2011;55;1;0;0;0
3500907;2011;42;;;;
3501004;2011;184;2;0;0;0
3501103;2011;44;;;;
3501152;2011;269;4;1;1;0
3501202;2011;39;;;;
3501301;2011;337;1;0;0;0
3501400;2011;51;1;0;0;0
3501509;2011;42;0;1;0;0
3501608;2011;2546;20;8;0;1
3501707;2011;484;2;2;1;0
3501806;2011;62;;;;
3501905;2011;790;2;5;0;0
3502002;2011;49;;;;
3502101;2011;678;3;0;1;1
3502200;2011;325;2;1;0;0
3502309;2011;87;;;;
3502408;2011;43;;;;
3502507;2011;455;5;0;0;0
3502606;2011;42;;;;
3502705;2011;400;9;2;0;0
3502754;2011;333;2;1;0;1
3502804;2011;2308;16;10;2;2
3502903;2011;387;6;3;0;2
3503000;2011;68;0;0;0;1
3503109;2011;75;1;0;0;0
3503158;2011;28;;;;
3503208;2011;2577;16;10;2;0
3503307;2011;1519;13;5;0;1
3503356;2011;18;;;;
3503406;2011;79;1;0;0;0
3503505;2011;48;0;1;0;0
3503604;2011;171;3;1;0;0
3503703;2011;109;1;0;0;0
3503802;2011;636;2;1;0;1
3503901;2011;1306;6;3;1;0
3503950;2011;19;;;;
3504008;2011;1207;4;3;0;1
3504107;2011;1865;16;4;1;0
3504206;2011;156;0;1;0;0
3504305;2011;66;;;;
3504404;2011;180;1;1;0;0
3504503;2011;1210;8;2;1;1
3504602;2011;198;1;0;0;0
3504701;2011;22;2;0;0;0
3504800;2011;89;1;0;0;0
3504909;2011;101;1;1;0;0
3505005;2011;41;1;0;0;0
3505104;2011;85;0;0;0;1
3505203;2011;396;5;4;0;0
3505302;2011;381;2;0;0;1
3505351;2011;96;;;;
3505401;2011;106;;;;
3505500;2011;1477;9;0;0;0
3505609;2011;474;4;0;0;0
3505708;2011;5557;24;16;2;1
3505807;2011;273;5;1;0;0
3505906;2011;680;7;1;0;0
3506003;2011;4670;32;9;7;1
3506102;2011;909;4;3;0;0
3506201;2011;34;;;;
3506300;2011;110;2;0;0;0
3506359;2011;968;7;5;0;1
3506409;2011;94;0;0;0;0
3506508;2011;1400;9;4;0;0
3506607;2011;406;3;1;0;1
3506706;2011;216;2;0;1;0
3506805;2011;138;;;;
3506904;2011;103;;;;
3507001;2011;756;6;4;1;0
3507100;2011;307;0;1;0;0
3507159;2011;66;0;0;0;1
3507209;2011;6;;;;
3507308;2011;54;;;;
3507407;2011;149;1;0;0;0
3507456;2011;34;;;;
3507506;2011;1707;9;4;1;0
3507605;2011;2066;15;4;2;0
3507704;2011;60;0;1;0;0
3507753;2011;41;0;1;0;0
3507803;2011;291;1;0;0;0
3507902;2011;297;3;2;0;0
3508009;2011;333;2;1;0;1
3508108;2011;196;1;0;2;0
3508207;2011;40;;;;
3508306;2011;57;1;1;0;0
3508405;2011;709;8;3;0;0
3508504;2011;1239;8;2;0;0
3508603;2011;430;1;2;1;0
3508702;2011;216;0;2;0;0
3508801;2011;261;4;1;0;0
3508900;2011;57;;;;
3509007;2011;1391;6;3;2;0
3509106;2011;41;;;;
3509205;2011;1219;8;2;1;0
3509254;2011;544;3;0;0;1
3509304;2011;112;;;;
3509403;2011;328;1;1;0;0
3509452;2011;65;;;;
3509502;2011;14836;72;40;5;6
3509601;2011;1148;5;2;1;0
3509700;2011;781;7;3;0;1
3509809;2011;50;1;0;0;0
3509908;2011;183;1;0;0;0
3509957;2011;68;1;0;0;0
3510005;2011;395;1;0;1;0
3510104;2011;22;;;;
3510153;2011;79;;;;
3510203;2011;680;12;2;0;0
3510302;2011;254;1;1;1;0
3510401;2011;690;10;1;2;1
3510500;2011;1603;11;1;1;1
3510609;2011;6701;31;17;5;1
3510708;2011;152;;;;
3510807;2011;354;2;2;0;0
3510906;2011;21;0;1;0;0
3511003;2011;276;1;0;0;0
3511102;2011;1443;6;2;1;0
3511201;2011;80;;;;
3511300;2011;69;2;1;0;0
3511409;2011;256;2;2;0;0
3511508;2011;523;2;1;0;0
3511607;2011;224;1;0;0;0
3511706;2011;199;4;0;0;0
3511904;2011;112;;;;
3512001;2011;232;2;1;0;0
3512100;2011;122;;;;
3512209;2011;404;3;2;0;1
3512308;2011;231;1;0;0;0
3512407;2011;255;3;1;1;0
3512506;2011;76;3;0;0;0
3512605;2011;68;;;;
3512704;2011;50;;;;
3512803;2011;845;5;2;0;0
3512902;2011;75;0;1;0;1
3513009;2011;3683;21;5;2;2
3513108;2011;408;1;0;0;0
3513207;2011;89;1;0;0;0
3513306;2011;20;;;;
3513405;2011;1132;9;0;0;0
3513504;2011;1895;19;4;0;2
3513603;2011;231;1;0;0;0
3513702;2011;351;0;1;0;0
3513801;2011;6439;46;14;3;7
3513850;2011;18;;;;
3513900;2011;150;1;0;0;0
3514007;2011;126;3;1;0;0
3514106;2011;372;3;2;0;0
3514205;2011;15;;;;
3514304;2011;66;;;;
3514403;2011;530;5;1;0;0
3514502;2011;139;;;;
3514601;2011;86;1;0;0;0
3514700;2011;89;1;0;0;0
3514809;2011;226;;;;
3514908;2011;219;;;;
3514924;2011;36;0;1;0;0
3514957;2011;25;;;;
3515004;2011;4569;28;11;7;5
3515103;2011;925;6;1;0;0
3515129;2011;37;;;;
3515152;2011;260;1;2;0;1
3515186;2011;506;4;3;0;1
3515194;2011;65;;;;
3515202;2011;68;0;0;0;0
3515301;2011;36;;;;
3515350;2011;129;1;1;0;0
3515400;2011;181;;;;
3515509;2011;713;5;1;0;0
3515608;2011;45;;;;
3515657;2011;30;;;;
3515707;2011;2881;20;9;5;2
3515806;2011;19;0;0;0;1
3515905;2011;23;;;;
3516002;2011;134;1;1;0;0
3516101;2011;27;;;;
3516200;2011;4352;39;8;3;0
3516309;2011;2777;16;7;2;3
3516408;2011;2125;17;8;2;0
3516507;2011;21;0;0;0;1
3516606;2011;81;0;0;0;1
3516705;2011;571;5;1;0;1
3516804;2011;67;;;;
3516853;2011;68;;;;
3516903;2011;123;1;0;0;0
3517000;2011;107;;;;
3517109;2011;59;2;0;0;0
3517208;2011;173;4;0;0;0
3517307;2011;60;;;;
3517406;2011;500;1;0;0;0
3517505;2011;210;;;;
3517604;2011;249;3;0;0;1
3517703;2011;255;3;1;0;0
3517802;2011;90;1;2;0;0
3517901;2011;148;;;;
3518008;2011;27;;;;
3518107;2011;93;;;;
3518206;2011;379;2;1;0;0
3518305;2011;400;4;1;0;0
3518404;2011;1427;15;4;0;0
3518503;2011;185;2;0;0;0
3518602;2011;584;0;4;0;0
3518701;2011;4789;65;21;7;4
3518800;2011;20796;136;55;22;19
3518859;2011;103;1;0;0;0
3518909;2011;74;2;1;0;1
3519006;2011;98;0;1;0;0
3519055;2011;156;3;0;0;0
3519071;2011;2857;23;8;2;0
3519105;2011;130;2;0;0;0
3519204;2011;63;;;;
3519253;2011;54;;;;
3519303;2011;495;2;0;1;0
3519402;2011;126;1;1;0;0
3519501;2011;76;;;;
3519600;2011;632;8;2;0;2
3519709;2011;1106;5;2;2;0
3519808;2011;101;1;1;0;0
3519907;2011;94;1;0;0;0
3520004;2011;315;3;1;0;0
3520103;2011;327;4;0;0;0
3520202;2011;151;1;1;0;0
3520301;2011;360;2;1;0;0
3520400;2011;483;4;1;0;2
3520426;2011;99;;;;
3520442;2011;283;1;1;0;0
3520509;2011;2789;26;10;0;3
3520608;2011;61;0;1;0;0
3520707;2011;41;0;0;0;0
3520806;2011;34;;;;
3520905;2011;184;2;1;0;0
3521002;2011;346;5;1;1;1
3521101;2011;90;;;;
3521150;2011;42;;;;
3521200;2011;66;;;;
3521309;2011;182;1;0;0;0
3521408;2011;275;1;0;0;0
3521507;2011;90;0;1;2;0
3521606;2011;75;;;;
3521705;2011;216;2;2;0;0
3521804;2011;320;3;5;0;0
3521903;2011;174;1;1;0;0
3522000;2011;24;1;0;0;0
3522109;2011;1340;9;5;1;0
3522158;2011;29;1;0;0;0
3522208;2011;2773;22;4;2;2
3522307;2011;2124;15;4;2;1
3522406;2011;1374;15;6;1;2
3522505;2011;3909;18;15;3;3
3522604;2011;766;5;2;0;0
3522653;2011;51;3;0;0;0
3522703;2011;516;5;2;0;1
3522802;2011;208;0;1;0;0
3522901;2011;197;;;;
3523008;2011;76;;;;
3523107;2011;5551;36;16;4;3
3523206;2011;652;4;1;0;0
3523305;2011;176;1;0;0;0
3523404;2011;1483;9;1;0;0
3523503;2011;299;2;0;0;0
3523602;2011;164;;;;
3523701;2011;76;;;;
3523800;2011;79;0;1;0;0
3523909;2011;2375;19;6;0;1
3524006;2011;814;7;0;1;1
3524105;2011;451;1;2;0;0
3524204;2011;81;1;0;0;0
3524303;2011;814;6;2;0;0
3524402;2011;3204;19;9;2;1
3524501;2011;68;;;;
3524600;2011;248;2;2;0;0
3524709;2011;660;3;5;0;0
3524808;2011;516;4;0;0;0
3524907;2011;67;1;0;0;0
3525003;2011;1729;3;5;1;0
3525102;2011;501;6;0;0;0
3525201;2011;377;2;0;0;0
3525300;2011;1653;13;3;2;0
3525409;2011;43;1;0;0;0
3525508;2011;133;1;0;0;0
3525607;2011;70;3;0;0;0
3525706;2011;437;3;4;1;0
3525805;2011;61;;;;
3525854;2011;37;;;;
3525904;2011;5371;31;8;3;2
3526001;2011;230;5;2;0;1
3526100;2011;295;0;1;0;0
3526209;2011;468;4;2;1;2
3526308;2011;46;2;0;0;0
3526407;2011;368;1;2;0;0
3526506;2011;58;;;;
3526605;2011;114;3;1;0;0
3526704;2011;1320;9;4;1;0
3526803;2011;872;5;1;0;0
3526902;2011;3473;31;17;2;2
3527009;2011;79;1;1;0;0
3527108;2011;951;8;2;1;0
3527207;2011;1173;15;1;1;1
3527256;2011;26;;;;
3527306;2011;637;5;3;0;1
3527405;2011;196;;;;
3527504;2011;24;;;;
3527603;2011;169;2;1;0;0
3527702;2011;72;2;0;0;0
3527801;2011;67;1;0;0;0
3527900;2011;39;1;0;0;0
3528007;2011;222;2;0;0;1
3528106;2011;66;;;;
3528205;2011;35;;;;
3528304;2011;33;;;;
3528403;2011;665;4;1;0;0
3528502;2011;1182;7;1;2;0
3528601;2011;96;;;;
3528700;2011;36;;;;
3528809;2011;184;1;0;0;0
3528858;2011;24;;;;
3528908;2011;45;1;0;0;0
3529005;2011;2886;22;4;0;4
3529104;2011;21;;;;
3529203;2011;270;1;2;0;1
3529302;2011;996;10;5;0;0
3529401;2011;6022;49;20;9;1
3529500;2011;48;;;;
3529609;2011;42;;;;
3529658;2011;19;1;0;0;0
3529708;2011;255;1;1;0;0
3529807;2011;161;1;1;0;0
3529906;2011;319;4;0;0;0
3530003;2011;26;;;;
3530102;2011;301;2;1;0;0
3530201;2011;215;3;0;0;0
3530300;2011;654;1;1;0;0
3530409;2011;54;0;1;0;0
3530508;2011;815;4;1;1;0
3530607;2011;6111;41;18;5;2
3530706;2011;1946;10;3;1;0
3530805;2011;1120;6;0;0;1
3530904;2011;53;2;0;0;0
3531001;2011;15;;;;
3531100;2011;723;7;2;0;1
3531209;2011;74;;;;
3531308;2011;552;2;2;0;0
3531407;2011;233;;;;
3531506;2011;223;2;1;0;0
3531605;2011;42;;;;
3531704;2011;45;;;;
3531803;2011;816;7;3;0;0
3531902;2011;475;4;1;0;0
3532009;2011;153;0;0;1;0
3532058;2011;46;;;;
3532108;2011;38;;;;
3532157;2011;48;;;;
3532207;2011;74;1;0;0;0
3532306;2011;81;;;;
3532405;2011;223;1;2;0;0
3532504;2011;64;1;0;0;0
3532603;2011;122;;;;
3532702;2011;58;;;;
3532801;2011;45;;;;
3532827;2011;128;0;1;0;0
3532843;2011;20;;;;
3532868;2011;20;;;;
3532900;2011;142;1;1;0;0
3533007;2011;267;3;0;0;0
3533106;2011;22;;;;
3533205;2011;42;;;;
3533254;2011;77;;;;
3533304;2011;50;0;1;0;0
3533403;2011;645;3;2;0;0
3533502;2011;470;5;0;0;0
3533601;2011;76;3;0;0;0
3533700;2011;56;1;0;0;0
3533809;2011;20;1;0;0;0
3533908;2011;631;3;0;0;0
3534005;2011;49;1;0;0;0
3534104;2011;76;;;;
3534203;2011;84;0;1;0;0
3534302;2011;561;7;2;2;0
3534401;2011;10692;66;32;9;3
3534500;2011;34;;;;
3534609;2011;313;5;0;0;1
3534708;2011;1442;9;1;1;1
3534757;2011;116;1;2;0;0
3534807;2011;134;1;0;0;0
3534906;2011;116;0;0;0;0
3535002;2011;118;1;0;0;0
3535101;2011;157;0;2;0;0
3535200;2011;92;1;0;0;0
3535309;2011;260;;;;
3535408;2011;253;2;1;1;1
3535507;2011;603;1;2;0;0
3535606;2011;254;2;0;0;0
3535705;2011;54;0;1;0;0
3535804;2011;296;0;2;1;0
3535903;2011;39;2;0;0;0
3536000;2011;119;1;0;0;0
3536109;2011;87;;;;
3536208;2011;288;4;0;0;0
3536257;2011;18;0;1;0;0
3536307;2011;184;2;0;0;0
3536406;2011;107;1;1;0;0
3536505;2011;1322;7;0;0;1
3536570;2011;12;;;;
3536604;2011;111;;;;
3536703;2011;584;3;2;1;0
3536802;2011;68;0;1;0;0
3536901;2011;18;;;;
3537008;2011;198;1;2;0;0
3537107;2011;525;1;5;0;1
3537156;2011;18;;;;
3537206;2011;146;0;0;0;1
3537305;2011;753;5;4;0;0
3537404;2011;334;3;1;0;0
3537503;2011;95;;;;
3537602;2011;992;10;1;3;2
3537701;2011;62;;;;
3537800;2011;606;7;4;0;0
3537909;2011;402;3;1;0;0
3538006;2011;2228;14;6;0;1
3538105;2011;170;1;0;0;1
3538204;2011;143;0;2;0;0
3538303;2011;29;;;;
3538501;2011;169;1;1;0;0
3538600;2011;321;1;1;0;0
3538709;2011;4801;37;11;0;1
3538808;2011;392;3;1;0;1
3538907;2011;254;2;1;0;0
3539004;2011;124;2;0;0;0
3539103;2011;221;1;3;0;0
3539202;2011;292;1;2;0;0
3539301;2011;914;4;2;0;0
3539400;2011;161;1;0;0;0
3539509;2011;529;1;2;0;0
3539608;2011;59;;;;
3539707;2011;53;;;;
3539806;2011;1754;17;2;1;3
3539905;2011;68;;;;
3540002;2011;252;;;;
3540101;2011;24;;;;
3540200;2011;629;3;2;0;1
3540259;2011;46;1;1;0;0
3540309;2011;42;;;;
3540408;2011;57;;;;
3540507;2011;97;1;0;0;0
3540606;2011;657;4;1;0;0
3540705;2011;683;5;2;1;0
3540754;2011;270;1;2;0;0
3540804;2011;189;0;2;0;0
3540853;2011;25;;;;
3540903;2011;230;1;0;0;1
3541000;2011;4355;33;12;5;4
3541059;2011;69;;;;
3541109;2011;52;;;;
3541208;2011;121;1;0;0;0
3541307;2011;596;2;1;0;0
3541406;2011;2622;10;11;0;0
3541505;2011;421;2;1;0;0
3541604;2011;521;4;1;2;3
3541653;2011;45;2;0;0;0
3541703;2011;164;2;0;0;0
3541802;2011;39;;;;
3541901;2011;120;0;1;0;0
3542008;2011;74;1;0;0;0
3542107;2011;104;1;0;0;0
3542206;2011;389;1;0;0;0
3542305;2011;55;1;0;0;0
3542404;2011;229;0;2;0;0
3542503;2011;68;;;;
3542602;2011;896;7;0;0;0
3542701;2011;88;;;;
3542800;2011;55;;;;
3542909;2011;176;2;0;0;0
3543006;2011;285;4;0;1;0
3543105;2011;56;;;;
3543204;2011;44;;;;
3543238;2011;23;;;;
3543253;2011;100;;;;
3543303;2011;1513;13;1;1;2
3543402;2011;8368;55;21;3;0
3543501;2011;81;;;;
3543600;2011;21;;;;
3543709;2011;144;0;1;0;0
3543808;2011;118;1;0;0;0
3543907;2011;2426;31;7;1;2
3544004;2011;399;1;1;1;0
3544103;2011;671;5;2;0;1
3544202;2011;120;1;0;0;0
3544251;2011;247;0;0;0;0
3544301;2011;158;1;2;0;0
3544400;2011;32;;;;
3544509;2011;30;;;;
3544608;2011;73;;;;
3544707;2011;28;0;0;0;1
3544806;2011;59;0;0;1;1
3544905;2011;116;5;0;0;0
3545001;2011;246;;;;
3545100;2011;56;;;;
3545159;2011;81;0;1;0;0
3545209;2011;1361;8;2;2;0
3545308;2011;523;1;3;1;1
3545407;2011;118;1;0;0;0
3545506;2011;60;;;;
3545605;2011;155;1;0;0;0
3545704;2011;62;;;;
3545803;2011;2272;10;5;2;1
3546009;2011;172;;;;
3546108;2011;25;1;0;0;0
3546207;2011;41;;;;
3546256;2011;33;0;1;0;0
3546306;2011;414;2;3;0;0
3546405;2011;581;1;3;2;0
3546504;2011;76;0;0;0;1
3546603;2011;346;2;1;0;1
3546702;2011;372;1;0;0;0
3546801;2011;773;3;1;1;0
3546900;2011;144;;;;
3547007;2011;86;1;0;0;0
3547106;2011;41;;;;
3547205;2011;10;;;;
3547304;2011;1861;9;2;4;2
3547403;2011;25;;;;
3547502;2011;255;1;1;1;0
3547601;2011;312;4;0;0;0
3547650;2011;12;;;;
3547700;2011;212;;;;
3547809;2011;8935;60;27;7;3
3547908;2011;74;0;1;0;0
3548005;2011;295;3;0;0;0
3548054;2011;107;;;;
3548104;2011;59;;;;
3548203;2011;95;1;0;0;0
3548302;2011;19;;;;
3548401;2011;50;;;;
3548500;2011;4904;33;17;3;4
3548609;2011;116;1;1;0;0
3548708;2011;11137;58;22;5;8
3548807;2011;1745;8;3;0;0
3548906;2011;2898;18;10;1;0
3549003;2011;31;;;;
3549102;2011;933;10;0;0;0
3549201;2011;31;1;0;0;0
3549250;2011;14;;;;
3549300;2011;26;;;;
3549409;2011;630;1;2;0;0
3549508;2011;112;2;1;0;0
3549607;2011;48;0;0;1;0
3549706;2011;683;7;6;0;0
3549805;2011;5205;16;13;2;2
3549904;2011;9621;67;26;10;6
3549953;2011;183;;;;
3550001;2011;107;0;1;0;0
3550100;2011;511;1;1;0;0
3550209;2011;460;3;1;0;0
3550308;2011;176336;1111;420;123;105
3550407;2011;391;2;1;0;0
3550506;2011;79;;;;
3550605;2011;1008;12;2;0;0
3550704;2011;1261;5;2;1;0
3550803;2011;114;;;;
3550902;2011;191;1;0;0;0
3551009;2011;5227;68;12;8;6
3551108;2011;128;1;0;0;1
3551207;2011;50;0;1;0;0
3551306;2011;35;;;;
3551405;2011;127;1;0;0;0
3551504;2011;647;4;1;0;0
3551603;2011;324;1;0;0;0
3551702;2011;1664;13;4;1;0
3551801;2011;206;2;1;0;0
